0xD4DF5C79, serious
0x78426A43, monkey_pack_man_setup_perks
0xD5C58A3, detour_446c5c9e-3eff-4d60-949d-897983aec626
0x847BA2AB, monkey_pack_choose_enemy
0x33938773, detour_209d2e72-30c7-4548-93dc-a1c01b3533b8
0x7C76FA54, monkey_zombie_bhb_teleport
0x3F19FA50, detour_0c742c60-2e43-4df2-a77d-3073c9c58022
0x88F87109, zm_ai_napalm
0x5B6B9132, __main__
0xA209F90A, detour_a6f47aa2-42f7-4e1b-b411-1e64757ebeed
0xBE2D1DBB, napalm_zombie_count_watch
0xB0795EF8, detour_3703250f-60de-48c7-bd01-9e1c2e9bb8fc
0x1117EA6F, detour_57df6844-f0ac-4e34-81e1-9b4934bd6e63
0x1D58B607, zm_ai_quad
0xCD79A62A, quad_location
0x717B7EBE, detour_2b494729-139d-4dcf-acf5-b6934b4db812
0x3A47CB81, zm_ai_quadrotor
0x1BFE5CCD, quadrotor_find_new_position
0xF34C76B0, detour_6d0dda06-4b2c-4782-82be-0afdcab92fe8
0xC287213C, follow_ent
0xCCD3B4DE, detour_9c108187-f137-461a-82fc-de2130e40800
0x1353E6D4, quadrotor_fireupdate
0x8948BCB5, detour_d24bc8c1-e046-499f-a2a6-478c25c4ad7b
0xC29F99F7, quadrotor_movementupdate
0x1417FED9, detour_61a23d7b-a71a-4c4f-bb80-aa470e6b2ac5
0x5ACE0F0E, zm_ai_raps
0x6A5700A1, raps_round_tracker
0xE1A8E1FD, detour_d0d764e5-16e7-4d82-9e6f-b5ceee67aff7
0x1C31C03D, zm_ai_raz
0x36C14D64, detour_6ec16a98-f045-4079-b19b-6d17611b25df
0xDD4ADAE9, detour_52cf3144-83f1-403b-b8e5-461325b9ccb7
0x8BC21961, zm_ai_sentinel_drone
0x6DC8D412, detour_2edcc04f-c8be-4125-8806-7fb6d3e86baf
0x55F9298A, detour_0d38884e-1729-4056-b3a3-9fc2e9a12f37
0x159ADAE9, detour_42a93a80-23d1-4719-b8fe-dfec7d55ce8c
0x14744E42, zm_ai_sonic
0x2ED591D0, detour_0d9dada8-c801-4df3-9034-8d6c5e33689a
0xAFC27E4, _updatenextscreamtime
0x5E17A9F9, detour_932ed5c2-57d3-4f2b-99b7-303607baeb66
0xFBA7F670, sonic_zombie_count_watch
0x91AEBF52, detour_3aa28095-dc2f-4089-9c2f-5529e4d1bfcf
0x4AC1ACB9, detour_277cbeb3-9d5b-4050-b0fc-03f2b7b2bf36
0x27F8B154, zm_ai_spiders
0x2C329D9C, detour_e52b3fe7-b2ee-4104-a67b-bd5d1f6a216c
0x5B16638B, detour_f7986bb9-8698-4693-af3c-e976fa17dad0
0xB091A1D5, detour_1dc1a585-d64a-4a8e-a314-93dfbc5d4923
0x74B97AD4, detour_2adccdc0-c4be-4ac8-9acf-0827d2ecebdf
0x5D5DDD4C, detour_c64cc376-22e6-4e02-8451-cbe58c5c3b7f
0x756D2C3D, zm_ai_thrasher
0x3FA3B486, detour_006f3c02-52b5-4a71-8093-d41985416181
0x433D143F, detour_2c335c48-c4e4-4228-ac4d-a41bfbe86de7
0xC75116AA, spawn_thrasher
0xF7824DC0, detour_4840a9a3-142e-4f17-a0f7-6d3b7c01aec2
0xB1CA30AF, zm_ai_wasp
0x43D9F85A, zm_zod_special_wasp_spawn
0x2677AD3E, detour_2441ccd1-b0f3-4336-a707-d682b840fbc0
0xE76B0F73, wasp_spawn_logic
0x273B43FD, zm_zod_wasp_spawn_logic
0x257F3AED, detour_5c6d4c99-73ba-4270-813a-5168ca04f3bc
0x5B578250, wasp_round_tracker
0xE9C65E76, detour_e0954224-1e1d-4d26-ad9d-4b1c89263263
0xB820D8, spawn_wasp
0x7298487F, detour_6f690eea-7d20-4653-a581-ca3287d9a7d9
0x8AEB3564, special_wasp_spawn
0x50A597ED, detour_20d52ccc-b16d-4cdd-9db3-ef1fffe46249
0x3BA197B7, detour_ad62c4b0-dde3-4bc5-9907-0b2b6151df19
0x9BB86E89, detour_d0600785-ce1d-47cc-b829-27a8714cc821
0x8A7BA1FE, zm_altbody
0x64F6CA83, trigger_monitor_visibility
0xBDCF7D67, detour_c032db83-7a97-4a5d-af54-a2b25aee29f1
0xC1BD5BF7, zm_behavior
0x32CAD4DD, zombieupdategoal
0xECFE29C9, detour_ae5bcfd2-e6aa-4d0e-95fc-82f57583d207
0x8347A165, zombieshouldattackthroughboardscondition
0xBE3471F6, detour_e4a1f121-d919-4990-8d01-68ec66b92221
0xC607D349, zombieshouldtauntcondition
0x3E84FC63, detour_ca0d3de0-9033-46e1-902c-0f3440338163
0xCCBB12BA, zombieupdategoalcode
0xA5679093, detour_1f09052d-3cdb-482a-ae42-1c80f1db908d
0xD2E735E2, bgb
0x47CC29F0, detour_78c1e13a-095a-4bb9-9939-92f66742d820
0xC92F7448, bgb_machine
0x5BD3A49B, bgb_machine_select_bgb
0x5530B80A, detour_ca392926-79cc-47ef-ae66-73e3037aa978
0xD95B3770, zm_blockers
0x9B61D6B, remove_chunk
0xE4709E09, detour_d14888d2-4512-459d-8381-ff1ca32225c9
0xF37770C8, zm_craftables
0x71B117BD, piece_allocate_spawn
0x57DBE786, detour_4cb171c3-cbc9-43c3-95f0-c1d9ee07cb6d
0x3B5DE3F, zm_equipment
0x8A8A10A2, equipment_spawn_think
0xB4225EAE, detour_7e9d6974-6aba-4006-ab96-c547dd732ddc
0x35610D96, zm_genesis_spiders
0x68920D0A, detour_eb4a3b66-a988-47a3-bd59-64489a280fc0
0x9E25A17A, detour_46a05c18-84aa-4375-9b44-691835cf3c11
0xFBEC0E1D, detour_5a96542d-5e8b-4d11-baa7-cd9fe5f554be
0x4100E7E1, zm_magicbox
0x94997C46, treasure_chest_should_move
0x6698B564, detour_9ca979b1-95f3-4b7d-ba5d-548d5767369d
0xBBAB1CAD, treasure_chest_init
0x585A6BE3, detour_d2d8c65a-a189-4f52-ad42-a4c5e6e5f590
0xDC782885, default_box_move_logic
0x3E9D71CE, detour_002557ab-6d4b-47b8-9743-2fb359235a8e
0xF4E72416, treasure_chest_chooseweightedrandomweapon
0xCEDACCF7, detour_72c32c23-74c7-4a72-a9cb-550053165533
0x74C57FC0, zm_perks
0xF41C715B, quantum_bomb_give_nearest_perk_result
0x59D1BE5E, detour_126503ca-f261-45f4-b84f-529f78a2ac2b
0x57435073, give_random_perk
0x8D2C7C9, detour_14b43c36-8b9a-425a-8b12-fe7672ecb444
0xCA6C3B47, lose_random_perk
0xA03D6D64, detour_9022ebc8-a2e0-4c41-b922-16c1512c1f93
0x77C41094, perk_machine_spawn_init
0x35DD1EBE, detour_59846eef-c10e-4980-8f09-7aaef636d768
0x95F41F71, zm_perk_random
0x6AB50E55, machine_think
0x7FD7D7B9, detour_78317a32-e084-4351-9812-f7cba6989bd1
0xB8B5A3A4, perk_random_machine_init
0x9F5A982F, detour_0ced9bdd-780f-4e34-a17f-623fe35791e3
0x5A3D6730, get_weighted_random_perk
0x2F1491DC, detour_67aee1ff-44ad-4963-bf7c-8d4490f4ecd2
0x21F2CB7F, zm_perk_widows_wine
0xADF37A5E, widows_wine_zombie_death_watch
0x5D63F1A6, detour_df639aee-07bf-4757-82e0-1779bcc55b0e
0x22646992, zm_powerups
0x39F68C51, powerup_drop
0xB7FB25F, detour_8b1217b7-8bc8-412d-a777-d4be753dd58c
0xAE3B54F6, randomize_powerups
0x53532537, detour_81f02538-9339-44b2-8e64-ec0f38b44a06
0x29A2BEFC, get_random_powerup_name
0x1558C357, detour_47e0013d-ae5a-4201-89d7-39b8436a747e
0xE820FDC1, get_regular_random_powerup_name
0xFB82DFE4, detour_ed2eb56a-c392-4f02-a506-e47a06dd2533
0xE37C032F, zm_powerup_island_seed
0x667BC5BB, detour_a69df9de-e4cd-4898-877d-e87d21c73461
0x6294C928, detour_c1683626-462e-4ef3-86e5-9460c364166a
0xA647745D, zm_powerup_nuke
0xD6143667, nuke_powerup
0x8D602750, detour_f7548e50-3e2e-4101-ac17-872e914c9d86
0xAE969B2B, zm_spawner
0x63A51F54, zombie_spawn_init
0x74FE921B, detour_b02ceb51-5188-4be4-96af-92ec51950f42
0x6C8781EF, do_a_taunt
0x19EA12EB, detour_1554f4e6-a21e-45b4-b482-25f441a674b0
0x68350F1, should_attack_player_thru_boards
0xDADA1A55, detour_b405b31e-bd7f-462b-82f4-7196ea8bf0c7
0xAA5294E8, get_attack_spot_index
0xB105574, detour_8f28a632-5f58-4a2b-943f-f01a67fce7d8
0x2725C6D1, zombie_damage
0x59C78D46, detour_960e645d-3591-427e-82f7-edb381a79b67
0xFB112531, zombie_pathing
0x1C54A0A8, detour_a9cdefa8-46d4-4d72-a48d-52eb506ca86c
0x17DF5AF4, zombie_pathing_get_breadcrumb
0x11BFBACE, detour_20a1087a-96df-4d27-8c39-1d0b14630012
0x2877D890, zombie_follow_enemy
0xE3D8A6D4, detour_a8a52e10-e68c-4e61-8d5a-f81b13a7b4d3
0x5A36459D, damage_on_fire
0x9172A1FD, detour_a5e8879b-6d46-42ac-9c8a-bf096fc6f76c
0x50B1A577, do_zombie_spawn
0xD64204DA, detour_6824efe9-3d2d-4998-bff6-a50ab006df1e
0x172BA133, zm_utility
0xEC89B835, init_zombie_run_cycle
0x936CB9FA, detour_1d6c1699-4c59-4c02-bd6f-c46e4725a91a
0xE775AFE5, get_random_destroyed_chunk
0xD9A32456, detour_0d3547bb-d091-4cda-bae6-58baf6f95e90
0xB69BAA55, get_closest_non_destroyed_chunk
0xAA9ADBA6, detour_28e6388e-0a84-4af2-97d0-870e9f736830
0x33D4B538, zm_weapons
0xC0A20F80, random_attachment
0x8575FA64, detour_90e19dc1-d0f7-48b4-8a71-ab1ba4a2467d
0x8249C134, get_pack_a_punch_weapon_options
0x9C1849D5, detour_169db1ea-923c-4449-a1ea-b54a78690285
0x11A37A, get_pack_a_punch_camo_index
0x357FAD7E, detour_60976b8b-7d15-4fe7-8db3-48664965b77e
0xD6B63386, zm_weap_black_hole_bomb
0xEF2AAE65, black_hole_time_before_teleport
0x61BD2DB8, detour_a158ae7f-d2e2-4d79-865f-9310c47c9e9d
0xDDD35FF, zm_weap_quantum_bomb
0x5E612CF3, quantum_bomb_random_weapon_starburst_result
0x93581011, detour_fe8cdaa2-c191-4ace-97a9-de377e63d058
0xC56F285F, quantum_bomb_player_teleport_result
0x1341515D, detour_67d02910-3db6-4f3c-923e-be87b94eec25
0x76C682D1, quantum_bomb_teleport_player
0xFC8B0657, detour_bbfe725d-e066-4b22-86f6-0df99a89b0db
0xA7E7EF63, zm_aat_fire_works
0x5AFEEC5A, zm_aat_fire_works_get_target
0x484E7329, detour_f688f172-0988-406b-b4f1-35a891304a89
0x93B7F03, zm_bgb_anywhere_but_here
0x42EBB099, detour_05db2706-dabf-4336-a813-378bab8dcfb2
0xBCB3ABBF, zm_bgb_disorderly_combat
0x1D63F7, detour_8b4495c6-cb6b-4922-bbdc-338626fd1a5c
0x4F466ED1, detour_3266d7de-f61f-429f-bf4c-ef2ee5730543
0x5288B772, detour_4f7d4949-1f48-477d-8aa3-e23ac3f23ee2
0x3ECFCB30, zm_bgb_flavor_hexed
0x279E4E97, event
0x9BF5C0E2, detour_bc048ad9-b54c-4850-8799-d6e370443008
0x8DC4D303, detour_510af71a-5ec3-4fc3-8bf6-9b57e79fc7f0
0x4566F62, zm_bgb_im_feelin_lucky
0x6334703D, detour_ca84f40d-4796-487c-a64b-b3fcce9f6c72
0x78EB0295, zm_bgb_soda_fountain
0x39332345, detour_c0321cd6-a1cd-45d8-afd4-13987739eb87
0xF69B3B38, zm_asylum
0xF459F4D7, detour_e4697563-b5ee-43cd-851b-9937987985a7
0x2B7AEF11, assign_lowest_unused_character_index
0xE03C6F06, detour_4f87907f-9e36-4b7d-b915-2298c3a9ec9a
0x412639DA, detour_2b0258d3-47a3-4dfe-8f93-201899587eb3
0xC491E335, zm_castle
0xBF7DC9F3, detour_6c1c2a2b-25d1-4fb1-b865-ef1b0f98b083
0x80B18674, detour_3945aa60-ffa2-4194-9d31-f834133173fc
0xA8FDA721, detour_137bd803-8b4d-4c80-98fa-a7ec29d90a24
0x95D74813, detour_391e0840-2dff-434b-acf7-13f4da1c7d4f
0x74A5E5BE, detour_a703a535-ca77-4fc0-b322-5ac9018d2984
0x72C864A4, zm_castle_characters
0x64B491E4, initcharacterstartindex
0xC0B7CA69, detour_1c6fb323-8a80-4e7e-b14d-137fd96942d8
0x7C5A925, detour_ee0afe23-1d85-4759-84d5-bb8e9ee15d83
0xDDDF9A25, zm_castle_craftables
0xE29510FB, detour_e452efd3-8ae7-4c52-b24c-327610ee9167
0x2545F7C9, zm_castle_dogs
0x28CB86D4, detour_510241dd-4914-42e1-a6a6-fac48a4d3574
0x29B1F64D, detour_c7102e19-ca74-4eaa-878c-749623c218f7
0x6A92D266, detour_5affae76-52cf-4f5c-b5d7-ee7f7eb99eca
0xC93E4C32, zm_castle_ee
0x70EF04AC, detour_cfeef873-e74b-4aa7-91cc-52d635b1b92b
0x2D03ECF4, detour_0a879999-9279-4658-9b78-3c23eb6b268c
0xDC911F7A, detour_c52564ac-166a-47b9-a50f-d515a2c45435
0x4D446CB8, detour_f8402027-6fe5-4df8-babf-24aeb7d3b8f3
0xDA7E686D, detour_42605265-f0e8-4950-8961-a863f7f8706c
0x4445D569, detour_876b67b3-2f70-40e7-81f0-f7fe7ea59e8c
0xBB191F95, detour_35164506-de86-4c50-bad4-c4dfb07283cf
0xB1BC995C, zm_castle_ee_bossfight
0x756AFA83, detour_fb695677-1626-4eff-a3a6-c3ae92440fc9
0x4B8E451A, detour_daeaf8d5-1dbd-4696-97fb-c0ae9ac58f79
0x38BBF313, detour_214e4fd6-c9ac-49ba-97d0-4fcc11681957
0x886DC237, detour_8c9d2cc4-912e-427b-b44b-773b68ee8470
0x69855EBA, detour_9be4fc7b-93ca-4002-9e6a-1eaeae649632
0x7E9F0FAF, get_unused_spawn_point
0x935733E2, detour_eeaa3588-6466-478c-aa2c-2623b3502b87
0x6B519A03, zm_castle_ffotd
0x58290FA2, detour_95c45d8d-609d-4fae-ab9b-49d48c4057ee
0x48131A3F, zm_castle_mechz
0x5639DBA0, mechz_round_tracker
0x8B650348, detour_ff2f82ad-623e-4e23-92a0-bde18ec1dc3a
0x4A660BE2, detour_50915992-7170-4a9b-8a21-8a7c9721811b
0xE0BF33EC, detour_8639e898-5268-4155-a99d-610de22071e1
0x155A700C, zm_castle_pap_quest
0xEF1A0B27, detour_5df71488-5254-452c-97a3-e6b7b426f1a7
0xEE5F5B26, zm_castle_rocket_trap
0x9E712F05, detour_c493be6f-6760-44b4-bce0-22ec5e037e82
0x30DB0D4, zm_castle_tram
0xB1190B4E, detour_7290adde-72aa-4a49-b47d-1d8479fa9c65
0x4FC08FA3, detour_7752ef5b-e20e-4e2d-8395-f9250e0f1fd3
0x99CB5531, zm_castle_weap_quest_upgrade
0x45294BE6, detour_1addf29c-7c73-4bde-9d61-652c53ae0a6e
0xEDFE32AE, detour_77705606-38dd-418b-98f9-8d2c6a39b991
0x5783F652, demon_gate_runes
0xB3241317, detour_66cb94ff-cc40-4c83-afbc-63af8cede3b6
0x7B591006, detour_1d6f5324-9d28-4008-9e0d-92102de56cbb
0x35DD4AE8, detour_ab81d0c5-d218-4a94-ac0a-788d2e024e60
0x4DCD7A8C, wolf_howl_paintings
0x79FBFCC2, detour_b9b970aa-ed77-4442-92b5-e7c11114885e
0xE9D5A0CE, zm_castle_zombie
0x104FF02C, set_gravity
0xB4720592, detour_6bc9ce22-037a-4f2d-b465-119dca1f0af6
0x670CB61, zm_cosmodrome
0xC75434C, detour_0d98a34b-b263-4eba-a920-3c07eaee25d3
0x3A09D81F, detour_889d3664-0275-4278-9c93-c47fc78eab78
0x58BEA6D4, detour_92462620-c30e-4b49-ab25-c78b7471501e
0xE2326F8, detour_9a05a999-ce74-45af-b7bf-55e44db03a16
0x860EF124, zm_cosmodrome_traps
0x6226D8BF, centrifuge_random
0xDB569C50, detour_0665206d-a5bb-48ca-a616-238566eab688
0x1437A8B5, zm_factory
0xA29EC104, detour_0efe9fec-c77e-4b91-95ee-66482762288c
0x9408C924, powerup_special_drop_override
0x84437100, detour_09c9f579-8e32-4f13-bf40-f0e1a202f1b5
0x36A7A75E, detour_77f76437-62fd-4ca1-ac58-f7de51ef6fc8
0x7066FF53, detour_f59a2a48-be06-4ecc-8680-50eb22aa089e
0x27553DE3, no_target_override
0x5F0E99FE, detour_a583bf0f-71c0-47b3-9b71-ffeef9e205dc
0xBC11BB8B, factory_find_exit_point
0xFF669371, detour_66f8a08d-e933-4f0d-ab53-98155dd39576
0x50989E7, getrandomnotrichtofen
0x208E3F8A, detour_1e34535a-d680-4b65-b3cc-416c22f783f0
0x235CB67A, factory_custom_spawn_location_selection
0x3F70B0B1, detour_92d6b13e-aae2-4fc1-916b-a4090c3ef9b5
0x4AFC741B, detour_0721ebfc-6a2b-46ab-a9ad-deb4d813e858
0x9D0831D9, zm_genesis
0xEABD7F6D, detour_71fc4248-d7c5-475f-a88d-a652cdf70650
0xB1CB7F7A, detour_55be8f66-5089-435e-9860-50ff6f204e57
0x4C4CCDA0, detour_be0ef9bf-3f3a-489d-a5b9-2eef77847053
0xFF8FADA9, detour_8c98fa3a-c3b1-4258-9388-65a678bbd235
0xFC825239, detour_09b88051-2e6e-4fff-836e-1526aa332c71
0xF95A87AE, genesis_custom_spawn_location_selection
0xFC3AD087, detour_8ecadf16-4ba5-4ed6-8121-0aa99c77c1a7
0x484BA32A, zm_genesis_ai_spawning
0xD974570F, spawn_zombie
0x9A188442, detour_525cbf95-4ef5-49e4-b696-bdcc53746303
0xE90DBFB, detour_cf46ea09-376c-4790-87bf-e6720401c49a
0x19480FE7, detour_a26e3262-a70d-4f4c-ad2e-391ebaf1acf6
0xE0A638F2, detour_9e965c37-d51d-4066-9abb-659276a02037
0xACE32FF9, detour_16fa29ab-5f62-4f07-bc46-64090aa16cc3
0xCD1DF0C3, detour_0d85ef2e-3cc8-4212-80be-f3043cec34ff
0xA9C2433B, zm_genesis_apothican
0x67177886, detour_2862cca8-3c29-456f-a264-8f7997fe9e2b
0xE9313CC8, detour_4120d680-7938-471a-80a6-170b673f5a72
0x65765D02, detour_2f523c3c-f690-49f0-ac81-1d696984efa6
0x16ABD2AF, detour_1b566872-21ec-46cd-8564-b3951e011780
0x6563FE05, detour_554ead63-270b-4535-b4f5-25ed3a4b7258
0x9ED8BF6, detour_5ecc278c-8435-465d-beaa-2fae7f771a15
0x7981B366, detour_7291b971-1829-4f36-ac74-e2b9d6851c51
0x3618D737, detour_0758ad9e-5faa-4fd8-b29e-4c67701e5f59
0x881FC098, detour_71f727b6-e106-40e1-ac47-202823e8fec6
0xF153CE01, zm_genesis_arena
0x1EA52482, detour_d4c60930-0e9b-46a5-8c75-3770d0291c5f
0x560D52F2, detour_f4bc3f9e-f896-4966-acac-6effb41c470c
0x37691D10, detour_f7d4a35a-3828-48b5-a195-48cad80e3c10
0x39AB485D, detour_aef3897b-56ce-4fdc-a001-bd2e1cd596ec
0x3B6851CE, detour_547d6ee4-1d15-49fc-b327-6758e065d6e9
0x87C5241B, detour_41b9e32d-d211-457b-b726-d3266fc471a2
0x92239BB, detour_88a94baa-c59a-429a-b8ab-4b4970102aa6
0xDF6E77E0, detour_242e59d2-7af8-4615-8ad9-39e6d989e255
0xBA0FAE63, detour_e48e4244-0ca3-4ba0-b86d-c8d028c3c851
0x7DDD655E, detour_a698eb58-5f2e-4336-8450-d57df5729256
0x22640676, detour_357bbf66-b90f-4039-935c-ffbde1693ef6
0xD32DFC4C, detour_ccb2e7d9-73bd-4858-8d23-bfdf93958091
0xFE073496, detour_bc683c4b-3a45-4a45-8e4f-242edd1ee5d7
0xD09E27F6, detour_a7512f70-97ef-462f-a8eb-05d680f7052f
0x694A3388, detour_918c9d9a-9f32-4917-9d4f-bd3e88255362
0x6497EB5F, detour_9cae1d71-720e-436b-8593-bb363b50000f
0x3F1476B6, detour_0a33585d-3c06-4d37-a6f2-01b2606a43d2
0x885B7769, detour_0ce3501c-32d5-4df8-acce-56e4aa17af4a
0x6A0EB0B0, detour_90eca92c-3342-4a55-b2c6-8f91779d009a
0xAE6BD0CE, final_boss_shadowman_attack_thread
0x4FC44C5B, detour_9a422236-e91f-43d5-af05-df9d214e5f3a
0x86023DE9, detour_423e8a57-f16a-46fb-b9e1-2b82b10da985
0xED811526, zm_genesis_challenges
0xFB4F96B5, on_player_connect
0xD14CEF0B, detour_4a71d6e6-2792-4823-a418-9d504cdee8b2
0xC2A4CF85, detour_477ab95a-9eb4-4f03-999e-b17a36253012
0xD5B9F994, genesis_cleanup
0x987EF4CE, detour_8c16b2fa-a068-4191-b92a-fbe7762cd840
0xFDAB22A5, zm_genesis_ee_quest
0xD68EE622, detour_7dbea237-2332-42f1-8738-3f5315784f12
0x8137AFD6, detour_89abe62f-c0ef-444e-adc4-cad59f9879f8
0x2A327617, detour_50c41feb-b1b9-4ccc-b22e-cda919d65620
0xB50430CC, detour_d87ae9c8-a22a-45fa-85fa-c9143fbbf396
0xCF9AE010, ee_book_runes_in_summoning_circle
0x3216339A, detour_7e764d36-262f-46fb-9fb2-2f8b373cb073
0xBCD39062, detour_5250cf13-7d23-442a-bfdd-f50733f5049c
0xB6963CD7, zm_genesis_ffotd
0xED182B7B, detour_60acbe6a-f5a7-4998-aeb6-92e0689573d5
0xBF6FEB71, zm_genesis_keeper_companion
0x8026AC88, detour_3dde12df-58db-4217-b909-c5b34275b224
0x4EF1A8D3, zm_genesis_margwa
0xEED05E1, detour_06409ec6-0773-40db-b22c-15576b13ac47
0x8F77DBCB, zm_genesis_mechz
0xE454C72D, detour_b5892828-3d84-4947-8ece-100dad195157
0x4C9147, zm_genesis_power
0x8A22058, detour_87ba40bd-9514-4e01-950c-74acd140daa9
0x5C913C85, detour_4b6f502e-37ff-4161-8d4f-4fb42658d1b4
0x5A23D5BB, get_favorite_enemy
0x36376C1, detour_8e53bfb6-ce75-45dd-89c5-13d8d7ce61c6
0x6929903C, zm_genesis_round_bosses
0xD1EE93A8, detour_b8d2f122-43d7-45b6-91c3-02b695317918
0x6064EFE8, detour_c02f5093-9517-4b6e-9bc2-da2a13dc8946
0x18894FE2, spawn_boss
0x777FC435, detour_fe30bf35-0351-4ce1-9f35-0b4f3fcac984
0x409F6E90, detour_f00aec85-8c09-4ef3-a25d-a5d715d3faf2
0xE48A9550, detour_65937189-d0e0-41e7-b94e-140daf146c09
0xCB655C88, zm_genesis_util
0xDC1220F5, electricity_rune_quest_start
0xE001C46A, detour_477f0c90-dda7-465f-9248-9538ebd1dc54
0xFC87564E, fire_rune_quest_start
0x28614556, detour_ab4249cd-b1c1-43b2-8425-bdb51bff5a0a
0xE973877C, light_rune_quest_start
0x3E63C1AF, detour_1461aaef-0df2-43d0-bd60-a28784a5e2fe
0x283B6D72, shadow_rune_quest_start
